order_no,line_no,order_date,customer_no,branch_code,salesperson_code,item_no,uom,ordered_qty,filled_qty,cancelled_qty,unit_price,unit_cost,promised_date,shipped_date,order_status
SO-10214,2,2026-03-23,CT-1008,RL-KPT,S103,CM-3010,BG,82,46,0,12.42,9.30,2026-03-28,2026-03-26,PARTIAL
SO-10214,3,2026-03-23,CT-1008,RL-KPT,S103,FS-2001,BX,199,103,0,25.75,20.60,2026-03-28,2026-03-26,PARTIAL
SO-10214,4,2026-03-23,CT-1008,RL-KPT,S103,PT-5002,EA,140,81,0,31.18,23.70,2026-03-28,2026-03-26,PARTIAL
SO-10214,5,2026-03-23,CT-1008,RL-KPT,S103,RF-4002,BNDL,102,51,0,52.03,37.65,2026-03-28,2026-03-26,PARTIAL
SO-10215,1,2026-03-24,CT-1003,RL-KPT,S105,TL-9001,EA,328,328,0,5.90,4.50,2026-03-31,2026-03-27,SHIPPED
SO-10215,2,2026-03-24,CT-1003,RL-KPT,S105,PT-5010,EA,321,321,0,11.35,9.05,2026-03-31,2026-03-27,SHIPPED
SO-10215,3,2026-03-24,CT-1003,RL-KPT,S105,FS-2001,BX,155,155,0,25.67,20.60,2026-03-31,2026-03-27,SHIPPED
SO-10215,4,2026-03-24,CT-1003,RL-KPT,S105,TL-9002,EA,338,338,0,8.02,6.40,2026-03-31,2026-03-27,SHIPPED
SO-10215,5,2026-03-24,CT-1003,RL-KPT,S105,DW-6010,EA,26,26,0,305.66,224.60,2026-03-31,2026-03-27,SHIPPED
SO-10216,1,2026-03-24,BL-3001,RL-BRI,S102,CM-3010,BG,112,112,0,11.34,9.30,2026-03-30,2026-03-28,SHIPPED
SO-10216,2,2026-03-24,BL-3001,RL-BRI,S102,RF-4002,BNDL,93,93,0,48.36,37.65,2026-03-30,2026-03-28,SHIPPED
SO-10216,3,2026-03-24,BL-3001,RL-BRI,S102,DW-6002,EA,13,7,0,251.09,208.10,2026-03-30,2026-03-28,SHIPPED
SO-10216,4,2026-03-24,BL-3001,RL-BRI,S102,SX-7010,EA,236,236,0,13.47,10.65,2026-03-30,2026-03-28,SHIPPED
SO-10217,1,2026-03-24,CT-1004,RL-BRI,S101,RM-1021,EA,84,0,84,35.50,28.10,2026-03-26,,CANCELLED
SO-10217,2,2026-03-24,CT-1004,RL-BRI,S101,SX-7001,SQ,92,0,92,87.25,68.05,2026-03-26,,CANCELLED
SO-10217,3,2026-03-24,CT-1004,RL-BRI,S101,FS-2002,BX,112,0,112,30.19,23.60,2026-03-26,,CANCELLED
SO-10217,4,2026-03-24,CT-1004,RL-BRI,S101,DW-6002,EA,16,0,16,283.20,208.10,2026-03-26,,CANCELLED
SO-10217,5,2026-03-24,CT-1004,RL-BRI,S101,PT-5010,EA,459,0,459,12.34,9.05,2026-03-26,,CANCELLED
SO-10218,1,2026-03-24,CT-1006,RL-BRI,S101,FS-2011,EA,38,30,0,47.61,34.90,2026-03-26,2026-03-28,PARTIAL
SO-10218,2,2026-03-24,CT-1006,RL-BRI,S101,RM-1001,EA,806,610,0,3.68,2.86,2026-03-26,2026-03-28,PARTIAL
SO-10218,3,2026-03-24,CT-1006,RL-BRI,S101,SX-7001,SQ,49,42,0,86.93,68.05,2026-03-26,2026-03-28,PARTIAL
SO-10219,1,2026-03-25,CT-1002,RL-KPT,S103,RM-1003,EA,377,377,0,10.40,8.25,2026-03-30,2026-03-28,SHIPPED
SO-10219,2,2026-03-25,CT-1002,RL-KPT,S103,TL-9001,EA,367,367,0,6.18,4.50,2026-03-30,2026-03-28,SHIPPED
SO-10219,3,2026-03-25,CT-1002,RL-KPT,S103,CM-3002,BG,461,461,0,5.09,3.90,2026-03-30,2026-03-28,SHIPPED
SO-10219,4,2026-03-25,CT-1002,RL-KPT,S103,RM-1001,EA,671,671,0,3.63,2.86,2026-03-30,2026-03-28,SHIPPED
SO-10220,1,2026-03-25,CT-1004,RL-BRI,S101,TL-9002,EA,140,140,0,8.84,6.40,2026-03-31,2026-03-26,SHIPPED
SO-10220,2,2026-03-25,CT-1004,RL-BRI,S101,RM-1010,EA,314,314,0,18.19,13.50,2026-03-31,2026-03-26,SHIPPED
SO-10220,3,2026-03-25,CT-1004,RL-BRI,S101,RM-1021,EA,61,61,0,38.83,28.10,2026-03-31,2026-03-26,SHIPPED
SO-10220,4,2026-03-25,CT-1004,RL-BRI,S101,PT-5002,EA,178,178,0,30.24,23.70,2026-03-31,2026-03-26,SHIPPED
SO-10221,1,2026-03-25,CT-1007,RL-BRI,S101,TL-9002,EA,176,176,0,8.32,6.40,2026-03-29,2026-03-28,SHIPPED
SO-10222,1,2026-03-25,CT-1008,RL-BRI,S101,SX-7010,EA,76,76,0,13.88,10.65,2026-03-27,2026-03-28,SHIPPED
SO-10222,2,2026-03-25,CT-1008,RL-BRI,S101,FS-2011,EA,91,91,0,45.42,34.90,2026-03-27,2026-03-28,SHIPPED
SO-10222,3,2026-03-25,CT-1008,RL-BRI,S101,CM-3020,EA,174,154,0,13.99,10.25,2026-03-27,2026-03-28,SHIPPED
SO-10222,4,2026-03-25,CT-1008,RL-BRI,S101,CM-3001,BG,859,859,0,6.54,4.95,2026-03-27,2026-03-28,SHIPPED
SO-10222,5,2026-03-25,CT-1008,RL-BRI,S101,RF-4010,RL,149,149,0,27.24,21.50,2026-03-27,2026-03-28,SHIPPED
SO-10223,1,2026-03-26,CT-1002,RL-BRI,S101,TL-9002,EA,298,298,0,8.24,6.40,2026-03-29,2026-04-02,SHIPPED
SO-10224,1,2026-03-26,CT-1006,RL-BRI,S101,RM-1010,EA,582,582,0,18.54,13.50,2026-03-28,2026-03-27,SHIPPED
SO-10224,2,2026-03-26,CT-1006,RL-BRI,S101,PT-5010,EA,659,492,0,12.01,9.05,2026-03-28,2026-03-27,SHIPPED
SO-10225,1,2026-03-26,CT-1002,RL-JCB,S104,CM-3020,EA,134,134,0,13.62,10.25,2026-03-29,2026-03-30,SHIPPED
SO-10225,2,2026-03-26,CT-1002,RL-JCB,S104,DW-6002,EA,14,14,0,276.76,208.10,2026-03-29,2026-03-30,SHIPPED
SO-10225,3,2026-03-26,CT-1002,RL-JCB,S104,SX-7010,EA,142,142,0,13.47,10.65,2026-03-29,2026-03-30,SHIPPED
SO-10225,4,2026-03-26,CT-1002,RL-JCB,S104,FS-2011,EA,36,36,0,46.84,34.90,2026-03-29,2026-03-30,SHIPPED
SO-10225,5,2026-03-26,CT-1002,RL-JCB,S104,SX-7001,SQ,61,61,0,90.25,68.05,2026-03-29,2026-03-30,SHIPPED
SO-10226,1,2026-03-26,CT-1006,RL-JCB,S104,CM-3002,BG,178,178,0,5.26,3.90,2026-04-02,2026-03-28,SHIPPED
SO-10226,2,2026-03-26,CT-1006,RL-JCB,S104,PT-5010,EA,418,418,0,11.84,9.05,2026-04-02,2026-03-28,SHIPPED
SO-10226,3,2026-03-26,CT-1006,RL-JCB,S104,RM-1003,EA,340,340,0,10.85,8.25,2026-04-02,2026-03-28,SHIPPED
SO-10226,4,2026-03-26,CT-1006,RL-JCB,S104,RF-4011,RL,16,16,0,100.90,78.85,2026-04-02,2026-03-28,SHIPPED
SO-10227,1,2026-03-27,CT-1001,RL-JCB,S104,SX-7010,EA,92,92,0,13.86,10.65,2026-04-02,2026-03-29,SHIPPED
SO-10227,2,2026-03-27,CT-1001,RL-JCB,S104,CM-3020,EA,82,82,0,12.96,10.25,2026-04-02,2026-03-29,SHIPPED
SO-10227,3,2026-03-27,CT-1001,RL-JCB,S104,DW-6001,EA,28,28,0,80.79,64.10,2026-04-02,2026-03-29,SHIPPED
SO-10227,4,2026-03-27,CT-1001,RL-JCB,S104,RF-4020,LF,579,579,0,2.31,1.69,2026-04-02,2026-03-29,SHIPPED
SO-10227,5,2026-03-27,CT-1001,RL-JCB,S104,RM-1021,EA,71,71,0,37.85,28.10,2026-04-02,2026-03-29,SHIPPED
SO-10228,1,2026-03-27,BL-3002,RL-BRI,S101,CM-3010,BG,210,210,0,12.05,9.30,2026-03-31,2026-03-28,SHIPPED
SO-10228,2,2026-03-27,BL-3002,RL-BRI,S101,PT-5011,BG,62,62,0,16.29,13.25,2026-03-31,2026-03-28,SHIPPED
SO-10228,3,2026-03-27,BL-3002,RL-BRI,S101,FS-2002,BX,226,226,0,28.57,23.60,2026-03-31,2026-03-28,SHIPPED
SO-10229,1,2026-03-27,CT-1007,RL-JCB,S104,TL-9001,EA,250,165,0,5.68,4.50,2026-03-30,2026-03-29,SHIPPED
SO-10229,2,2026-03-27,CT-1007,RL-JCB,S104,DW-6010,EA,19,19,0,285.01,224.60,2026-03-30,2026-03-29,SHIPPED
SO-10229,3,2026-03-27,CT-1007,RL-JCB,S104,CM-3001,BG,451,451,0,6.30,4.95,2026-03-30,2026-03-29,SHIPPED
SO-10229,4,2026-03-27,CT-1007,RL-JCB,S104,CM-3020,EA,83,83,0,13.44,10.25,2026-03-30,2026-03-29,SHIPPED
SO-10230,1,2026-03-28,RT-2002,RL-BRI,S001,FS-2010,EA,1656,1656,0,1.85,1.33,2026-04-01,2026-03-29,SHIPPED
SO-10230,2,2026-03-28,RT-2002,RL-BRI,S001,SX-7001,SQ,83,83,0,94.50,68.05,2026-04-01,2026-03-29,SHIPPED
SO-10231,1,2026-03-28,RT-2001,RL-BRI,S001,CM-3020,EA,351,351,0,14.25,10.25,2026-04-01,2026-03-29,SHIPPED
SO-10231,2,2026-03-28,RT-2001,RL-BRI,S001,RF-4010,RL,75,75,0,29.90,21.50,2026-04-01,2026-03-29,SHIPPED
SO-10232,1,2026-03-30,CT-1005,RL-KPT,S103,FS-2002,BX,270,270,0,30.71,23.60,2026-04-03,2026-04-02,SHIPPED
SO-10232,2,2026-03-30,CT-1005,RL-KPT,S103,RM-1003,EA,200,116,0,11.05,8.25,2026-04-03,2026-04-02,SHIPPED
SO-10233,1,2026-03-30,CT-1005,RL-BRI,S101,RM-1002,EA,711,711,0,6.43,4.95,2026-04-01,2026-04-02,SHIPPED
SO-10233,2,2026-03-30,CT-1005,RL-BRI,S101,PT-5011,BG,143,143,0,18.22,13.25,2026-04-01,2026-04-02,SHIPPED
SO-10233,3,2026-03-30,CT-1005,RL-BRI,S101,TL-9002,EA,422,422,0,8.18,6.40,2026-04-01,2026-04-02,SHIPPED
SO-10233,4,2026-03-30,CT-1005,RL-BRI,S101,SX-7010,EA,221,221,0,13.38,10.65,2026-04-01,2026-04-02,SHIPPED
SO-10234,1,2026-03-31,CT-1005,RL-BRI,S102,PT-5002,EA,105,0,105,30.60,23.70,2026-04-07,,CANCELLED
SO-10234,2,2026-03-31,CT-1005,RL-BRI,S102,RF-4002,BNDL,179,0,179,50.34,37.65,2026-04-07,,CANCELLED
SO-10235,1,2026-03-31,CT-1007,RL-JCB,S104,RM-1020,EA,250,250,0,5.42,4.05,2026-04-06,2026-04-04,SHIPPED
SO-10235,2,2026-03-31,CT-1007,RL-JCB,S104,CM-3010,BG,79,79,0,12.16,9.30,2026-04-06,2026-04-04,SHIPPED
SO-10235,3,2026-03-31,CT-1007,RL-JCB,S104,RF-4011,RL,64,64,0,104.49,78.85,2026-04-06,2026-04-04,SHIPPED
SO-10236,1,2026-03-31,CT-1004,RL-KPT,S103,FS-2002,BX,259,259,0,29.99,23.60,2026-04-03,2026-04-02,SHIPPED
SO-10236,2,2026-03-31,CT-1004,RL-KPT,S103,RM-1011,EA,361,361,0,22.70,17.95,2026-04-03,2026-04-02,SHIPPED
SO-10236,3,2026-03-31,CT-1004,RL-KPT,S103,RF-4020,LF,824,824,0,2.12,1.69,2026-04-03,2026-04-02,SHIPPED
SO-10237,1,2026-03-31,CT-1006,RL-JCB,S104,CM-3001,BG,231,231,0,6.69,4.95,2026-04-05,2026-04-03,SHIPPED
SO-10237,2,2026-03-31,CT-1006,RL-JCB,S104,RF-4002,BNDL,80,80,0,50.19,37.65,2026-04-05,2026-04-03,SHIPPED
SO-10237,3,2026-03-31,CT-1006,RL-JCB,S104,CM-3010,BG,109,109,0,12.50,9.30,2026-04-05,2026-04-03,SHIPPED
SO-10238,1,2026-04-01,CT-1003,RL-KPT,S105,CM-3001,BG,474,474,0,6.83,4.95,2026-04-08,2026-04-05,SHIPPED
SO-10238,2,2026-04-01,CT-1003,RL-KPT,S105,RF-4002,BNDL,175,175,0,50.58,37.65,2026-04-08,2026-04-05,SHIPPED
SO-10238,3,2026-04-01,CT-1003,RL-KPT,S105,CM-3001,BG,959,835,0,6.84,4.95,2026-04-08,2026-04-05,SHIPPED
SO-10239,1,2026-04-01,BL-3002,RL-KPT,S105,DW-6001,EA,46,46,0,80.77,64.10,2026-04-06,2026-04-05,SHIPPED
SO-10239,2,2026-04-01,BL-3002,RL-KPT,S105,RM-1003,EA,343,343,0,10.56,8.25,2026-04-06,2026-04-05,SHIPPED
SO-10240,1,2026-04-01,CT-1001,RL-JCB,S104,RM-1010,EA,274,274,0,18.53,13.50,2026-04-07,2026-04-05,SHIPPED
SO-10240,2,2026-04-01,CT-1001,RL-JCB,S104,RF-4010,RL,117,117,0,28.74,21.50,2026-04-07,2026-04-05,SHIPPED
SO-10240,3,2026-04-01,CT-1001,RL-JCB,S104,RM-1010,EA,557,557,0,17.74,13.50,2026-04-07,2026-04-05,SHIPPED
SO-10240,4,2026-04-01,CT-1001,RL-JCB,S104,SX-7001,SQ,22,22,0,86.75,68.05,2026-04-07,2026-04-05,SHIPPED
SO-10240,5,2026-04-01,CT-1001,RL-JCB,S104,FS-2001,BX,141,141,0,25.72,20.60,2026-04-07,2026-04-05,SHIPPED
SO-10241,1,2026-04-02,BL-3002,RL-JCB,S104,RM-1022,EA,168,168,0,8.15,6.45,2026-04-07,2026-04-04,SHIPPED
SO-10242,1,2026-04-02,CT-1002,RL-KPT,S105,PT-5001,EA,211,211,0,40.95,32.20,2026-04-09,2026-04-11,SHIPPED
SO-10242,2,2026-04-02,CT-1002,RL-KPT,S105,FS-2002,BX,149,149,0,30.85,23.60,2026-04-09,2026-04-11,SHIPPED
SO-10242,3,2026-04-02,CT-1002,RL-KPT,S105,RF-4011,RL,86,86,0,101.71,78.85,2026-04-09,2026-04-11,SHIPPED
SO-10242,4,2026-04-02,CT-1002,RL-KPT,S105,FS-2011,EA,28,28,0,44.63,34.90,2026-04-09,2026-04-11,SHIPPED
SO-10242,5,2026-04-02,CT-1002,RL-KPT,S105,RF-4001,BNDL,193,193,0,36.81,27.90,2026-04-09,2026-04-11,SHIPPED
SO-10243,1,2026-04-02,CT-1001,RL-KPT,S105,RM-1001,EA,907,907,0,3.83,2.86,2026-04-05,2026-04-06,SHIPPED
SO-10243,2,2026-04-02,CT-1001,RL-KPT,S105,CM-3002,BG,144,144,0,5.21,3.90,2026-04-05,2026-04-06,SHIPPED
SO-10244,1,2026-04-03,CT-1003,RL-JCB,S104,RF-4010,RL,140,140,0,28.69,21.50,2026-04-07,2026-04-05,SHIPPED
SO-10245,1,2026-04-03,BL-3001,RL-BRI,S102,RF-4020,LF,744,448,0,2.03,1.69,2026-04-10,2026-04-06,PARTIAL
SO-10245,2,2026-04-03,BL-3001,RL-BRI,S102,DW-6010,EA,42,20,0,280.07,224.60,2026-04-10,2026-04-06,PARTIAL
SO-10245,3,2026-04-03,BL-3001,RL-BRI,S102,RM-1022,EA,786,440,0,8.07,6.45,2026-04-10,2026-04-06,PARTIAL
SO-10245,4,2026-04-03,BL-3001,RL-BRI,S102,CM-3002,BG,555,386,0,4.69,3.90,2026-04-10,2026-04-06,PARTIAL
SO-10245,5,2026-04-03,BL-3001,RL-BRI,S102,RM-1020,EA,400,290,0,5.23,4.05,2026-04-10,2026-04-06,PARTIAL
SO-10246,1,2026-04-04,RT-2002,RL-BRI,S001,TL-9002,EA,331,331,0,8.90,6.40,2026-04-10,2026-04-08,SHIPPED
SO-10246,2,2026-04-04,RT-2002,RL-BRI,S001,CM-3010,BG,234,234,0,12.90,9.30,2026-04-10,2026-04-08,SHIPPED
SO-10246,3,2026-04-04,RT-2002,RL-BRI,S001,RM-1001,EA,925,925,0,3.98,2.86,2026-04-10,2026-04-08,SHIPPED
SO-10246,4,2026-04-04,RT-2002,RL-BRI,S001,RM-1022,EA,820,820,0,8.95,6.45,2026-04-10,2026-04-08,SHIPPED
SO-10246,5,2026-04-04,RT-2002,RL-BRI,S001,DW-6002,EA,21,21,0,289.00,208.10,2026-04-10,2026-04-08,SHIPPED
SO-10247,1,2026-04-04,RT-2003,RL-BRI,S001,RF-4020,LF,1191,1191,0,2.35,1.69,2026-04-11,2026-04-05,SHIPPED
SO-10247,2,2026-04-04,RT-2003,RL-BRI,S001,PT-5001,EA,208,208,0,44.75,32.20,2026-04-11,2026-04-05,SHIPPED
SO-10248,1,2026-04-04,RT-2001,RL-JCB,S001,RM-1003,EA,290,290,0,11.40,8.25,2026-04-07,2026-04-08,SHIPPED
SO-10248,2,2026-04-04,RT-2001,RL-JCB,S001,SX-7010,EA,195,195,0,14.80,10.65,2026-04-07,2026-04-08,SHIPPED
SO-10248,3,2026-04-04,RT-2001,RL-JCB,S001,PT-5001,EA,136,136,0,44.75,32.20,2026-04-07,2026-04-08,SHIPPED
SO-10249,1,2026-04-04,RT-2001,RL-JCB,S001,PT-5001,EA,197,197,0,44.75,32.20,2026-04-08,2026-04-05,SHIPPED
SO-10249,2,2026-04-04,RT-2001,RL-JCB,S001,PT-5002,EA,37,37,0,32.90,23.70,2026-04-08,2026-04-05,SHIPPED
SO-10249,3,2026-04-04,RT-2001,RL-JCB,S001,RM-1002,EA,488,488,0,6.85,4.95,2026-04-08,2026-04-05,SHIPPED
SO-10249,4,2026-04-04,RT-2001,RL-JCB,S001,FS-2010,EA,712,712,0,1.85,1.33,2026-04-08,2026-04-05,SHIPPED
SO-10249,5,2026-04-04,RT-2001,RL-JCB,S001,RM-1022,EA,506,506,0,8.95,6.45,2026-04-08,2026-04-05,SHIPPED
SO-10250,1,2026-04-06,CT-1006,RL-KPT,S105,RF-4011,RL,43,43,0,99.78,78.85,2026-04-11,2026-04-10,SHIPPED
SO-10251,1,2026-04-06,CT-1001,RL-JCB,S104,TL-9001,EA,401,0,401,5.72,4.50,2026-04-11,,CANCELLED
SO-10251,2,2026-04-06,CT-1001,RL-JCB,S104,PT-5001,EA,219,0,219,43.55,32.20,2026-04-11,,CANCELLED
SO-10251,3,2026-04-06,CT-1001,RL-JCB,S104,RF-4011,RL,66,0,66,100.12,78.85,2026-04-11,,CANCELLED
SO-10251,4,2026-04-06,CT-1001,RL-JCB,S104,RM-1021,EA,103,0,103,38.66,28.10,2026-04-11,,CANCELLED
SO-10251,5,2026-04-06,CT-1001,RL-JCB,S104,FS-2001,BX,103,0,103,25.75,20.60,2026-04-11,,CANCELLED
SO-10252,1,2026-04-06,CT-1007,RL-KPT,S103,RM-1003,EA,167,167,0,11.11,8.25,2026-04-08,2026-04-07,SHIPPED
SO-10252,2,2026-04-06,CT-1007,RL-KPT,S103,RM-1002,EA,917,917,0,6.78,4.95,2026-04-08,2026-04-07,SHIPPED
SO-10252,3,2026-04-06,CT-1007,RL-KPT,S103,RF-4020,LF,416,416,0,2.24,1.69,2026-04-08,2026-04-07,SHIPPED
SO-10253,1,2026-04-06,CT-1008,RL-KPT,S105,CM-3002,BG,352,236,0,5.01,3.90,2026-04-09,2026-04-07,PARTIAL
SO-10253,2,2026-04-06,CT-1008,RL-KPT,S105,RF-4010,RL,183,95,0,27.84,21.50,2026-04-09,2026-04-07,PARTIAL
SO-10254,1,2026-04-07,BL-3001,RL-KPT,S103,RM-1010,EA,293,178,0,17.18,13.50,2026-04-09,2026-04-11,PARTIAL
SO-10254,2,2026-04-07,BL-3001,RL-KPT,S103,SX-7001,SQ,71,41,0,87.45,68.05,2026-04-09,2026-04-11,PARTIAL
SO-10254,3,2026-04-07,BL-3001,RL-KPT,S103,RM-1020,EA,489,368,0,5.02,4.05,2026-04-09,2026-04-11,PARTIAL
SO-10254,4,2026-04-07,BL-3001,RL-KPT,S103,FS-2001,BX,109,84,0,26.10,20.60,2026-04-09,2026-04-11,PARTIAL
SO-10255,1,2026-04-07,CT-1002,RL-KPT,S105,DW-6001,EA,24,24,0,83.04,64.10,2026-04-12,2026-04-10,SHIPPED
SO-10255,2,2026-04-07,CT-1002,RL-KPT,S105,RF-4020,LF,629,434,0,2.20,1.69,2026-04-12,2026-04-10,SHIPPED
SO-10256,1,2026-04-07,CT-1008,RL-JCB,S104,RM-1021,EA,57,57,0,38.09,28.10,2026-04-11,2026-04-11,SHIPPED
SO-10256,2,2026-04-07,CT-1008,RL-JCB,S104,SX-7010,EA,114,114,0,14.24,10.65,2026-04-11,2026-04-11,SHIPPED
SO-10256,3,2026-04-07,CT-1008,RL-JCB,S104,FS-2010,EA,1043,1043,0,1.73,1.33,2026-04-11,2026-04-11,SHIPPED
SO-10256,4,2026-04-07,CT-1008,RL-JCB,S104,DW-6010,EA,22,22,0,305.36,224.60,2026-04-11,2026-04-11,SHIPPED
SO-10256,5,2026-04-07,CT-1008,RL-JCB,S104,CM-3020,EA,84,84,0,13.88,10.25,2026-04-11,2026-04-11,SHIPPED
SO-10257,1,2026-04-08,BL-3002,RL-JCB,S104,DW-6001,EA,14,14,0,82.34,64.10,2026-04-14,2026-04-12,SHIPPED
SO-10257,2,2026-04-08,BL-3002,RL-JCB,S104,PT-5011,BG,70,70,0,15.91,13.25,2026-04-14,2026-04-12,SHIPPED
SO-10257,3,2026-04-08,BL-3002,RL-JCB,S104,CM-3002,BG,343,343,0,5.03,3.90,2026-04-14,2026-04-12,SHIPPED
SO-10257,4,2026-04-08,BL-3002,RL-JCB,S104,RM-1001,EA,1297,1297,0,3.57,2.86,2026-04-14,2026-04-12,SHIPPED
SO-10257,5,2026-04-08,BL-3002,RL-JCB,S104,RF-4010,RL,106,106,0,26.18,21.50,2026-04-14,2026-04-12,SHIPPED
SO-10258,1,2026-04-08,CT-1006,RL-BRI,S102,RF-4010,RL,100,100,0,29.80,21.50,2026-04-13,2026-04-12,SHIPPED
SO-10258,2,2026-04-08,CT-1006,RL-BRI,S102,RM-1001,EA,2238,2238,0,3.72,2.86,2026-04-13,2026-04-12,SHIPPED
SO-10258,3,2026-04-08,CT-1006,RL-BRI,S102,RF-4010,RL,325,325,0,29.01,21.50,2026-04-13,2026-04-12,SHIPPED
SO-10259,1,2026-04-08,CT-1007,RL-KPT,S105,CM-3001,BG,774,774,0,6.41,4.95,2026-04-13,2026-04-10,SHIPPED
SO-10259,2,2026-04-08,CT-1007,RL-KPT,S105,DW-6002,EA,10,10,0,279.46,208.10,2026-04-13,2026-04-10,SHIPPED
SO-10259,3,2026-04-08,CT-1007,RL-KPT,S105,FS-2001,BX,86,86,0,26.06,20.60,2026-04-13,2026-04-10,SHIPPED
SO-10259,4,2026-04-08,CT-1007,RL-KPT,S105,TL-9002,EA,300,300,0,8.13,6.40,2026-04-13,2026-04-10,SHIPPED
SO-10260,1,2026-04-08,CT-1003,RL-KPT,S105,SX-7001,SQ,54,54,0,89.06,68.05,2026-04-13,2026-04-12,SHIPPED
SO-10260,2,2026-04-08,CT-1003,RL-KPT,S105,RM-1001,EA,1468,1468,0,3.68,2.86,2026-04-13,2026-04-12,SHIPPED
SO-10260,3,2026-04-08,CT-1003,RL-KPT,S105,RF-4002,BNDL,99,99,0,48.99,37.65,2026-04-13,2026-04-12,SHIPPED
SO-10260,4,2026-04-08,CT-1003,RL-KPT,S105,RM-1003,EA,363,363,0,10.39,8.25,2026-04-13,2026-04-12,SHIPPED
SO-10260,5,2026-04-08,CT-1003,RL-KPT,S105,TL-9001,EA,572,572,0,6.08,4.50,2026-04-13,2026-04-12,SHIPPED
SO-10261,1,2026-04-09,CT-1005,RL-KPT,S103,RF-4011,RL,76,76,0,104.41,78.85,2026-04-15,2026-04-10,SHIPPED
SO-10261,2,2026-04-09,CT-1005,RL-KPT,S103,RM-1001,EA,1284,1284,0,3.77,2.86,2026-04-15,2026-04-10,SHIPPED
SO-10261,3,2026-04-09,CT-1005,RL-KPT,S103,PT-5001,EA,176,176,0,43.85,32.20,2026-04-15,2026-04-10,SHIPPED
SO-10261,4,2026-04-09,CT-1005,RL-KPT,S103,RF-4010,RL,97,97,0,28.70,21.50,2026-04-15,2026-04-10,SHIPPED
SO-10261,5,2026-04-09,CT-1005,RL-KPT,S103,RF-4011,RL,86,86,0,99.22,78.85,2026-04-15,2026-04-10,SHIPPED
SO-10262,1,2026-04-09,CT-1008,RL-KPT,S103,FS-2001,BX,224,224,0,26.44,20.60,2026-04-16,2026-04-12,SHIPPED
SO-10262,2,2026-04-09,CT-1008,RL-KPT,S103,FS-2001,BX,255,255,0,26.38,20.60,2026-04-16,2026-04-12,SHIPPED
SO-10262,3,2026-04-09,CT-1008,RL-KPT,S103,RM-1022,EA,535,535,0,8.72,6.45,2026-04-16,2026-04-12,SHIPPED
SO-10263,1,2026-04-09,CT-1008,RL-BRI,S101,RM-1020,EA,649,649,0,5.50,4.05,2026-04-13,2026-04-10,SHIPPED
SO-10263,2,2026-04-09,CT-1008,RL-BRI,S101,TL-9002,EA,440,440,0,8.35,6.40,2026-04-13,2026-04-10,SHIPPED
SO-10264,1,2026-04-09,CT-1008,RL-KPT,S103,RM-1022,EA,207,207,0,8.48,6.45,2026-04-12,2026-04-12,SHIPPED
SO-10264,2,2026-04-09,CT-1008,RL-KPT,S103,TL-9001,EA,474,474,0,5.96,4.50,2026-04-12,2026-04-12,SHIPPED
SO-10264,3,2026-04-09,CT-1008,RL-KPT,S103,PT-5011,BG,151,151,0,17.04,13.25,2026-04-12,2026-04-12,SHIPPED
SO-10264,4,2026-04-09,CT-1008,RL-KPT,S103,DW-6010,EA,9,9,0,294.80,224.60,2026-04-12,2026-04-12,SHIPPED
SO-10264,5,2026-04-09,CT-1008,RL-KPT,S103,RF-4020,LF,1057,1057,0,2.12,1.69,2026-04-12,2026-04-12,SHIPPED
SO-10265,1,2026-04-10,CT-1006,RL-JCB,S104,DW-6001,EA,28,28,0,82.25,64.10,2026-04-16,2026-04-11,SHIPPED
SO-10265,2,2026-04-10,CT-1006,RL-JCB,S104,CM-3001,BG,544,544,0,6.85,4.95,2026-04-16,2026-04-11,SHIPPED
SO-10265,3,2026-04-10,CT-1006,RL-JCB,S104,RF-4020,LF,519,519,0,2.31,1.69,2026-04-16,2026-04-11,SHIPPED
SO-10266,1,2026-04-10,CT-1001,RL-BRI,S101,RM-1002,EA,1281,945,0,6.78,4.95,2026-04-17,2026-04-13,SHIPPED
SO-10266,2,2026-04-10,CT-1001,RL-BRI,S101,CM-3002,BG,698,698,0,5.24,3.90,2026-04-17,2026-04-13,SHIPPED
SO-10266,3,2026-04-10,CT-1001,RL-BRI,S101,RM-1022,EA,302,302,0,8.39,6.45,2026-04-17,2026-04-13,SHIPPED
SO-10266,4,2026-04-10,CT-1001,RL-BRI,S101,FS-2011,EA,107,107,0,44.88,34.90,2026-04-17,2026-04-13,SHIPPED
SO-10267,1,2026-04-10,CT-1008,RL-KPT,S103,RF-4020,LF,464,464,0,2.18,1.69,2026-04-17,2026-04-14,SHIPPED
SO-10267,2,2026-04-10,CT-1008,RL-KPT,S103,RM-1010,EA,522,522,0,16.99,13.50,2026-04-17,2026-04-14,SHIPPED
SO-10267,3,2026-04-10,CT-1008,RL-KPT,S103,RF-4001,BNDL,298,266,0,35.65,27.90,2026-04-17,2026-04-14,SHIPPED
SO-10267,4,2026-04-10,CT-1008,RL-KPT,S103,DW-6001,EA,24,24,0,81.38,64.10,2026-04-17,2026-04-14,SHIPPED
SO-10268,1,2026-04-10,CT-1007,RL-BRI,S101,SX-7001,SQ,33,21,0,91.22,68.05,2026-04-15,2026-04-13,PARTIAL
